sentence	label	missing	target
Sharon PA. 	1		I need to book a table at a place around here in PA for a party of two
play some music from 1962 from. 	3		Play some music from 1962 from Adeyto
call Franklin. 	0		add Paul Franklin to my The Bachelor Party
 	4		my rating for Dilvish, the Damned is 4 out of 6
play my playlist TGIF on iTunes. 	3		Play my playlist TGIF on itunes
what is the forecast for on the 11th of September. 	2		What is the forecast for DE on 9/11/2035
 	4		1 points for Victory for Us Is to See You Suffer
forecast. 	2		Forecast for Econfina
The Nightmare on Providence Street. 	5		Look for the Nightmare on Providence Street saga
play the Soft Parade. 	3		Play The Soft Parade.
what animated movies are in the neighborhood. 	6		What animated movies are in the neighbourhood 
what is the overcast forecast. 	2		what is the overcast forecast for Torrey Pines State Beach
Great Escape Theaters. 	6		Find the movie schedule for Great Escape Theatres.
Human League. 	5		find Reproductions: Songs of The Human League
show schedule for Stinson. 	5		show schedule for Cin cin
Carolina. 	1		Book a table for 8 at a pub in North Carolina
Horace silver and the Jazz Messengers on my running 190 BPM playlist. 	0		Put horace silver and the jazz messengers on my running to rock 170 to 190 bpm playlist
can you give me seating for party. 	1		Can you get me seating for a party of 4
is it freezing close today. 	2		Is it freezing close to DC?
what's the weather like in Groesbeck. 	2		What's the weather like in Groesbeck
where is the closest movie theater playing. 	6		Where is the closest movie theatre playing Yo, robot
can you help me find a picture. 	5		Can you help me find a picture called Olympia 1974?
PM forecast for Sweet Springs Wyoming. 	2		what is the 10 pm forecast for Sweet Springs Wyoming
neighborhood. 	6		What time are films showing in the neighborhood
another song to the country playlist. 	0		Add another song to the country playlist. 
Gary valenciano the power gaming playlist. 	0		Add Gary Valenciano to the power gaming playlist. 
will it be sunny on March 26th 2023. 	2		Will it be sunny in Spain on 3/26/2023?
 	1		book midday at a faraway cuban place for five at a top-rated bakery in Grainola
 	1		I need a restaurant that can accommodate a party of ten in Avant.
where can I find a photograph. 	5		Where can I find a photograph of The Lieutenant of Inishmore?
 	5		find Projections, an album
play Deezer Forum 2010 2 by Dave Grohl. 	3		play Deezer form 2010 tune by Dave Grohl
play the instrumental. 	3		Play the Instrumental Study on Vimeo.
Steve Martin. 	2		Will it be colder this autumn in Wren, Saint Martin
what is the weather forecast. 	2		What is the weather forecast nearby SC
tell me the closest movie house playing Black rage. 	6		Tell me the closest movie house playing Black Rage
is it forecast to be National Park. 	2		Is it forecast to be warm in Doi Inthanon National Park?
download the TV show. 	5		Download The Red Eagle TV show
find a song called Magic. 	5		Find a song called Magic in the Water.
tell me the weather forecast for September 21st 2013. 	2		Tell me the weather forecast for September 21, 2030 in Palau
a Thousand Miles movie. 	5		show Thousand Miles movie
show me the movie times at Star theaters. 	6		Show me the movie times at Star Theatres
 	4		Rate The Doomsters four out of 6 stars
I want control. 	5		I want to read the novel Love Is in Control
 	5		I'd like to see The River of Stars TV series
windows on the world. 	1		Book a CO table at Windows on the World
book a reservation for a restaurant serving Burger in Malaysia. 	1		Book a reservation for a restaurant serving burger in Malaysia
play on my own. 	3		Play On My Own
play music. 	3		Play music by Raheem Devaughn.
play top tracks. 	3		Play a top track by Janamanchi Seshadri Sarma
what is the weather forecast for midnight. 	2		What is the weather forecast for Midnight in DC?
book a restaurant for 4. 	1		Book a restaurant for four on october 9 in Maine
what are the weather conditions. 	2		What are the weather conditions in Noel?
is it going to be 9 a.m.. 	2		Is it going to be chilly at nine am in Doolittle
 	1		Book a restaurant for a party of 7 in Paraguay on Saturday
I need a reservation for the French Laundry. 	1		I need a reservation for The French Laundry in OH for six
4 out of 6 point. 	4		rate this book four out of 6 points
play the most popular Johnny Clark. 	3		Play the most popular Johnny Clarke on Deezer.
music. 	5		Find me the photograph The Late Music
play Disco. 	0		Play Disco Tango to Power Walk
 	2		Will there be hail around Khao Phanom Bencha National Park?
am I still got the blues playlist. 	3		Play my Still Got the Blues playlist.
shark. 	3		play pop music with Groove Shark
show the philosophy. 	5		Show the Philosophy and Phenomenological Research saga
will it be hot from now in neighbouring West Clear Creek wilderness. 	2		Will it be hot two seconds from now in neighboring West Clear Creek Wilderness
 	6		find a movie house for Kickboxer 5 – Redemption
tell me the forecast for Elderton Indiana and 19 hours. 	2		Tell me the forecast for Elderton, Indiana in 19 hours
 	0		Add Candlelight to my House Afterwork playlist.
is it chilly in hongkong. 	2		Is it chillier in Hong Kong than it is here
show me the painting live very live in concert. 	5		show me the painting Live – Very Live in Concert
R&B playlist. 	0		Add iene miene mutte to Women of R&B playlist
please get me the ion show. 	5		Please get me the AiON show.
play Thelma aoyama. 	3		Play Thelma Aoyama's latest concerto
 	1		book a table for jasmine, jeannie and leta
I want to hear from the 30s on YouTube. 	3		I want to hear Sebastian's songs from the thirties on Youtube
hip hop playlist. 	0		Add Grey Cloudy Lies to the hip hop playlist. 
 	4		rate this album 2 points
what is the weather forecast for. 	2		What is the weather forecast for Winger
I want to hear Major Harris songs from the 50s. 	3		I want to hear Major Harris's songs from the fifties
Adriana. 	1		stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon
show me a copy of the picture Double Deal. 	5		Show me a copy of the picture Double Deal.
what is the 11 p.m. forecast for here in Pharr. 	2		what is the 11 pm forecast for here and far
the ultimate resource. 	4		I give a rating of 3 to The Ultimate Resource.
 	1		Book a restaurant in seven in Fort McKinley
what is the forecast for 1 p.m. in Minnesota. 	2		What is the forecast for 1 PM in Minnesota?
 	4		Rate the Why Is Sex Fun? saga two of 6
the restaurant in Nebraska on January 25th. 	1		Book a restaurant in Nebraska on january 25, 2034 for me and my mommy.
is it humid. 	2		Is it humid in Otsego Réunion
if 2 out of 6 points. 	4		give 2 out of 6 points to current essay
what animated movies are playing at the closest movie house. 	6		what animated movies are playing at the closest movie house
play me a song by DJ Paul elstak 1988 on CVL oq. 	3		Play me a song by Dj Paul Elstak in 1988 on Zvooq
American restaurant. 	1		book a spot for 1 at a south american restaurant
photograph. 	5		Find me the When Harry Tries to Marry photograph
764 lord of the Shadows. 	4		rate in stars as a 6 for Lord of the Shadows which gets a four
play Roberts. 	3		play Robert Stoddard from 1988
 	0		Add a Tom Thacker tune to my rock classics
in El Salvador. 	1		 Book a restaurant in El Salvador for 10 people.
located. 	1		Locate a cafeteria for two that serves deviled crab
we're animated movies North American Cinemas feature. 	6		Where animated movies does North American Cinemas feature
0 out of 6. 	4		rate this saga 0 out of 6
what are the movies. 	6		What are the movie schedules
split the difference to my playlist. 	0		add Split the Difference to my Women's Lit playlist
 	4		give this current novel a three
what is the forecast for Bonner starting October 24th 2025. 	2		what is the forecast for Bonner starting oct. 24th, 2025 for Argentina
4 * 4. 	4		give 4 star for this album
a book called the CIA World Factbook. 	5		Find a book called The CIA World Factbook.
play Mia Patrick. 	3		Play me a Patrick Cowley ballad
can you put 2016 playlist. 	0		Can you put consequences on my SOS 48 2016 playlist
can you put my love soundtrack. 	0		Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?
spell force of nature. 	5		Show Force of Nature
play the most popular. 	3		Play the most popular track from Valery Alexandrovich Kipelov
play a song from 1973. 	3		Play a song from 1973.
what is the forecast for cloudy weather here. 	2		what is the forecast for cloudy weather here
is it supposed to get colder here on phone. 	2		is it supposed to get colder here on 12/28/2019
outdoor restaurants. 	1		Book an outdoor restaurant.
Play My Savior leads me on Spotify. 	3		Play All The Way My Savior Leads Me on Spotify
 	5		Find the work I Looked Up
include. 	0		Include Kunnon syy in my Trap Land playlist. 
Amtrak from Spotify. 	3		PLpay the top ten track from Asia Nitollano on spotify.
I'd like to get a restaurant. 	1		I'd like to get a restaurant booked on mar. fourteenth in MD.
reserve a table for 4. 	1		in Delanson 1 hour from now reserve a table for four
 	4		Give this chronicle a 4 out of 6
play a song from the 70s. 	3		Play a song from the seventies by Pepe Aguilar
show creative game Fear Thy Neighbor. 	5		show creative game Fear Thy Neighbor
indie folk. 	0		Add a randy travis song to Deep Dark Indie Folk
play me some music by Prince Allah from the 20s. 	3		Play me some music by Prince Alla from the twenties
will it be windy at 7 a.m.. 	2		Will it be windy at 7 AM in Dong Phou Vieng National Protected Area
reserve a table for Teresa. 	1		Reserve a table for teresa and elnora at a fast food joint which serves fish and chips
Sixpoint. 	4		Rate the current book one of 6 points
play a ballad by Owen Pallett from the 70's on slacker. 	3		Play a ballad by Owen Pallett from the seventies on Slacker.
 	0		Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist. 
 	0		Add tune to my Is It New Wave
is it forecast to be called in Wisconsin. 	2		Is it forecast to be cold in Wisconsin?
by Marina. 	3		play a chant by Marina Verenikina
 	1		I want to book an osteria for 9 in Gabon that serves donuts
the movie times for AMC Theaters. 	6		show movie times for AMC Theatres
play any song from the 80s. 	3		Play any song from the eighties
endorphin rush playlist. 	0		I want to add an album to noreen's endorphin rush playlist. 
where is the cycle playing. 	6		where is The Cycle playing
my dinner playlist. 	0		Add a track to my dinner playlist
play the best 1975. 	3		Play the best chant of 1975
saxophone Supremacy to Ophelia's Calm before the storm playlist. 	0		add saxophone supremacy to ofelia's calm before the storm playlist
another artist Spotlight on Country 2016 playlist. 	0		Add another artist to the Spotlight on Country 2016 playlist. 
 	6		find movie schedules for Loews Cineplex
 	1		I'd like to eat souvlaki fast food with a party of two
play the greatest James yorkston song. 	3		play the greatest james yorkston song
show the creativity of werewolves. 	5		show the creativity of Where What When
what time is Southern theaters showing Ukraine is not a brothel. 	6		What time is Southern Theatres showing Ukraine Is Not a Brothel?
 	0		Please put another tune into the laundry playlist. 
 	4		Rate this chronicle a 3
I want to add to my playlist. 	0		I want to add lady maisry to my playlist lo que suena new york
can the artist. 	0		Can the artist big mama thornton be put onto my Trabajo Relax playlist?
will it be 1 minute from now. 	2		Will it be colder here one minute from now
please. 	1		Please book a restaurant room which serves hangtown fry dish in Jagual 
show me the schedule of films in the neighborhood. 	6		show me the schedule of films in the neighbourhood
play my X playlist. 	3		Play my Éxitos España playlist
what time can I see Mojave phone booth. 	6		what time can i see Mojave Phone Booth
will it rain today. 	2		will it rain today in Circleville
 	5		I need to find the creative work Prince Hours
the Latin jazz playlist. 	0		Add the artist to the Latin Jazz playlist.
when is our story showing next. 	6		when is Our Story showing next at North American Cinemas
 	0		add this track to my Dinnertime Acoustics playist
I give a rating of 4. 	4		I give a rating of four to this textbook.
songs in 90s. 	0		add songs in 90's hip hop of artist
music. 	3		play some Alte Kameraden music
find. 	6		find Endless Horizons
show me the nearest movie house showing he won a ranch. 	6		Show me the nearest movie house showing He Won a Ranch
play Christina Milian latest. 	3		play Christina Milian latest music
I would Reba spoiler zero Stars. 	4		I would rate The Spoiler 0 stars
what times will animated movies. 	6		What times will animated movies be showing nearby?
find a soundtrack. 	5		find a soundtrack for Lords of the Rising Sun
Marianne Faithfull playlist. 	0		Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.
table reservation center. 	1		make a table reservation at the top-rated brasserie in Cotton Center
 	2		Will there be a blizzard next friday close in TN?
playlist. 	0		Add r u still in 2 it to the under the surface playlist
will it be in 1 hour and 1 minute. 	2		Will it be foggy in 1 hour and 1 minute from now in OK
add My Old Kentucky Home to Fresh finds 🔥. 	0		add my old kentucky home to Fresh Finds Fire Emoji
will it be cold. 	2		Will it be colder in Winnebago
I want to set up. 	1		I want to eat at a pickled cucumber brasserie in 12 months
 	1		book sot for one at restaurant with wifi
another girl 6 rating. 	4		Another Girl, Another Planet gets only one of a possiable 6 rating
 	0		Add a tune to the Calm Vibes playlist.
snowfall far away from Robinson Forest. 	2		Will there be snowfall faraway from Robinson Forest
what's the weather in. 	2		What's the weather in Swift River Reservation
 	4		rate the book The World Is Full of Divorced Women 2 out of 6 stars
what time is it. 	6		what time is The Dungeonmaster playing at AMC Theaters
movie schedule at AMC Theaters. 	6		movie schedules at AMC Theaters
where did the housemaid playing and when. 	6		Where the The Housemaid playing and when
please look up. 	5		Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.
where can I see the movie across the line Charlie Wright. 	5		Where can I see the movie Across the Line: The Exodus of Charlie Wright?
book a restaurant for me and Caroline in 56 weeks in Soldier pond. 	1		book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond
schedule for the movie theater. 	6		Find the schedule for Wenn Lucy springt now at a movie theatre.
conexiones playlist. 	0		Add a bill deasy track to the conexiones playlist. 
Cliffs of dooneen in playlist location. 	0		add cliffs of dooneen in playlist Lo Que Suena Los Angeles
 	4		Rate this essay 2 out of 6 stars
what films are playing. 	6		What films are playing at Pacific Theatres
TV series. 	5		Look for the Editor & Publisher TV series
is cloudy. 	2		Is cloudy in Lyncourt?
IMAX Corporation. 	6		Find movie schedules at IMAX Corporation
will it be chilly. 	2		Will it be chillier in Suwannee
 	6		are there any movies playing around here
 	5		Find a novel called A Perfect Day.
 	5		find PlayStation官方杂志, a song
is it hot in windbridge Guam. 	2		Is it hot in Wind Ridge Guam
 	5		find The Magical World of Roger Whittaker
play socialism is good. 	3		Play Socialism Is Good by terje bakken on Spotify.
0. 	4		Rate this book a zero
find love. 	5		find Loved Ones for me
The Entity. 	0		Add the entity Por una cabeza to my playlist Forever Alone
12 hours at the nearest movie theater. 	6		find films in 12 hours at the nearest movie theatre
play Lily Rosemary and the Jack of Hearts. 	3		play Lily, Rosemary And The Jack Of Hearts by Chris Goss
animated movies in the area. 	6		Find movie schedule for animated movies in the area
show Texas review of entertainment and creative. 	5		show Texas Review of Entertainment & Sports Law creative song
can you get me a table. 	1		Can you get me a table at a chicken and waffles joint in New Mexico
 	4		Rate this chronicle three of 6 stars
playlist. 	0		Add a kiley dean tune to my jazz for loving couples playlist 
play a 2014 theme from Greg pattillo. 	3		Play a 2014 theme from Greg Pattillo
2003 on YouTube. 	3		play some papoose from 2003 on youtube
 	6		List movie schedules
play the music track of 1998. 	3		play the music track of 1998
 	5		Find me Recorder and Randsell
find a game. 	5		find Cluster Computing, a game
 	4		rate this book titled The Clue in the Old Album one out of 6 stars
 	4		Rate this essay 4 of 6 stars
neighborhood. 	6		Can I get the movie times for films in the neighborhood?
 	4		Rate my current textbook four out of 6
deserve zero Stars. 	4		This current essay deserves 0 stars
six months in Mexico. 	4		rate Six Months in Mexico 1 out of 6
what time is the Riders of the theaters. 	6		What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres
 	1		book in Vermont at The Maisonette
play jazz music. 	3		Play jazz music by Zvooq
3 a.m.. 	2		In Hawaii will it be warmer at 3 am
what is the weather for. 	2		What is the weather for Cormorant, ME
turn playlist lazy chill afternoon. 	0		Add entity eternally to playlist Lazy Chill Afternoon
what movies are playing nearby. 	6		What movies are playing nearby?
 	0		please put Linzi Stoppard into my sxsw fresh playlist
will it be in Liberty City. 	2		Will it be chilly in Liberty City Bhutan?
play the Ashley Tisdale discography TV show. 	5		play the Ashley Tisdale discography TV show
tune to my jazz Vibes playlist. 	0		add the tune to my jazz vibes playlist
play me a popular. 	3		Play me a popular Ronnie Wood soundtrack
 	0		add the artist cho kyu hyun to Funky Jams
 	1		I'd like to book the best restaurant in AS.
 	3		Play 2gether by Jade Puget
the trailer for. 	5		What is the trailer for Feel the Passion.
play the most popular Kodi songs on Pandora. 	3		Play the most popular Coti songs on Pandora
 	0		add hold tight to my throwback party
Willoughby. 	2		Will it be warm at Tembe Elephant Park on san jacinto day
going From Paris With Love. 	6		What theater is showing From Paris with Love and when?
see the trailer for history. 	5		I'd like to see the trailer for History and Theory
where can I find the movie. 	6		Where can I find the movie schedules?
join the dots. 	5		find Join the Dots: B-sides and Rarities
 	4		I am giving this current novel 1 out of 6 stars
 	2		Will rainfall continue here tomorrow?
AMC Theaters. 	6		find movie schedules for AMC Theaters
play a song for me. 	3		Play a new song form the eighties
what's the weather like in Netherlands Antilles. 	2		What's the weather like in Wyandotte Netherlands Antilles
give me the movie times. 	6		give me the movie times
 	6		Find the movie times for nearby films.
 	2		what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve?
 	2		What will the weather be one hour from now in AS?
play dick marks. 	3		play Dick Marx
what is the forecast for Orion for hotter weather. 	2		what is the forecast for Orienta for hotter weather
 	3		Play the track R U Professional by Roberto Carlos Braga
this track should go on my evening chill playlist. 	0		this track should go on my evening chill playlist
 	3		I'm looking for the last track by Fei Yu Ching from the fourties
 	1		I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.
show me the best of vol 1 TV series. 	5		show me The Best Of: Volume 1 TV series
 	6		Where will The Blonde from Peking be playing
show me a picture of Nokia. 	5		show me a picture of Nokia Football Crazy 
326 Stars. 	4		Can I rate the current textbook three to 6 stars?
can you play some music on YouTube. 	3		Can you play some music on Youtube
granddaughter. 	1		Book a table for my granddaughter and I at the restaurant. 
 	4		Rate Wielding a Red Sword 0 stars
the song by Andy Lee. 	0		Add to my verano list a song by andy lee
Bakery for Lebanese on January 11th. 	1		book a bakery for lebanese on january 11th, 2032
play the sea cabinet. 	5		play The Sea Cabinet
book a restaurant from downtown. 	1		Book a restaurant distant from downtown.
what is the movie schedule for movies in the neighborhood. 	6		What is the movie schedule for movies in the neighborhood
Speakeasy theater. 	6		find The Dead Matter at Speakeasy Theaters
any kind of bar. 	1		I want a table for 4 at any kind of goiano bar
forecast for Wisconsin. 	2		forecast for Wisconsin at 10 PM.
how old is Teddy Riley. 	0		add this is status quo to teddy riley
 	2		What will the weather be in Croatia?
 	3		play some Nastya Kamenskih on Zvooq
I need reservations for intemperance North Dakota. 	1		I need reservations for a party of 3 on all souls' day in Temperance, North Dakota
genre slow rock. 	3		Use service Vimeo the genre slow rock
show the information a history picture. 	5		Show The Information: A History picture
give this album. 	4		Give this album 4 out of 6 stars
search for the picture. 	5		search for the picture Boomtown
what movies are playing in theaters. 	6		what movies are playing at Warren Theatres
flowers that has a pool nearby on April 17th 2003. 	1		I need fast food for nine within the same area as Bowers that has a pool nearby on 4/17/2033
in the neighborhood. 	6		in the neighbourhood find movies
 	0		Add parempi mies to the Café con Leche playlist. 
Isabelle geffroy radar playlist. 	0		add josefina pla to isabelle's Guest List GamesRadar playlist
what is the forecast for this. 	2		What is the forecast for this Fall in Lesotho
can you ask something by the artist playlist. 	0		Can you add something by the artist Paul Cargnello to my Chill Tracks playlist
 	1		I need to get a restaurant reserved in SD.
I need a reservation for 5 at a top rated English restaurant in Elma. 	1		I need a reservation for five at a top-rated english restaurant in Elma
what's the forecast for Jefferson National Expansion Memorial around 8 p.m.. 	2		What's the forecast for Jefferson National Expansion Memorial around eight am?
give two out of six points to the following textbook. 	4		Give 2 out of 6 points to the following textbook.
directions home. 	5		Find a TV show called Directions Home.
 	1		I need to book a table at a tavern that serve gnocchi for nine in Owenyo
can I get the newest movie schedule in the area for animated movie. 	6		Can I get the newest movie schedule in the area  for animated movies?
Play the TV series. 	5		Play the TV series Effortless Regurgitation of Bright Red Blood
Rock Springs. 	1		I'd like to book a restaurant that serves pôchouse in Rocksprings.
play 25 to Life by Paul. 	3		Play 25 To Life by Paul Riley on Deezer.
 	1		Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids.
play some music on Pandora. 	3		Play some music on Pandora
play salmonella DVD by Mario rubalcaba. 	3		Play Salmonella Dub Dvd by mario rubalcaba on Vimeo 
I need to book a reservation. 	1		I need to book a reservation in Searsport at eleven am
what is Marty Stuart discography. 	5		What is Marty Stuart discography
is it overcast in Brazil in within walking distance. 	2		Is it overcast in Brazil in within walking distance
what are the movies. 	6		what are the movie schedules?
will it be cold Saturday. 	2		will it be colder this Saturday in NC
Play Down To The River on Pandora. 	3		play Going Down To The River on Pandora
play music from Carina Round. 	3		Play music from Carina Round
find television show on Windows Live. 	5		Find television show on Windows Live TV
North Indian Osteria at 12 a.m.. 	1		book north indian osteria at 12 am
from 1950s. 	3		Plya a tune by Kancherla Gopanna from 1951 on Zvooq
John Tesh. 	0		Add John Tesh to my salsa classics playlist
 	4		rate this current book album four stars
I want the weather for St Maarten. 	2		I want the weather for Saint Martin next year
please get me. 	5		Please get me Rough and Ready saga.
R&B party Classics playlist. 	0		Add Ashley McIsaac to my r&b party classics playlist
 	4		I feel that The Loveday Trials is rated at a one out of 6 points.
Martin Garrix playlist. 	0		add Love Story wa Totsuzen ni to the martin garrix show playlist
 	1		book a restaurant for six in MP
Starship Titanic. 	5		find the TV show Starship Titanic
search for the halfway home TV show. 	5		Search for the Halfway Home TV show
what is the weather going to be like in 28. 	2		What is the weather going to be like in Klondike Gold Rush National Historical Park on february the 28th, 2034?
play the last 1954 EP by. 	3		Play the last 1954 ep by Povel Ramel.
television show. 	5		Locate the Koi to Senkyo to Chocolate television show
 	2		is Cape Mount Nature Conservation Unit has storm weather
 	5		Find me The Wild Boys
what time is The Burning Season playing. 	6		What time is The Burning Season playing
first man. 	4		rate First Man: The Life of Neil A. Armstrong three of 6
whatever. 	3		Open Lastfm and start playing whatever
 	1		Book a tavern in Colorado for two
Jamaica. 	0		Add Jamaica Say You Will  to my metal
play the gary chaw album. 	3		play the Gary Chaw album
current. 	4		I am giving this current textbook zero out of 6 stars
bearsville theater. 	5		Find Live at Bearsville Theater
 	4		rate Awaiting Strange Gods: Weird and Lovecraftian Fictions a 1
 	1		Find a pub for me in FM
how do I find the soundtrack African development. 	5		How do I find the soundtrack African Development Perspectives Yearbook?
find time for film North American Cinemas. 	6		Find time for films at the North American Cinemas
play. 	3		play Sivamani
 	6		find movie schedules for Dickinson Theatres
give five out of six points to Thorn Castle. 	4		give 5 out of 6 points to Thorn Castle
will weather conditions be stormy here from June 16th. 	2		Will weather conditions be stormy here from 6/15/2025 onward.
times for North America. 	6		Find the movie times for North American Cinemas.
 	2		Will there be a storm six weeks from now in Albania?
gifts under $6 to the arrows of Hercules. 	4		give five out of 6 stars to The Arrows of Hercules
what are the movie schedules for animated movies playing in the neighborhood. 	6		What are the movie schedules for animated movies playing in the neighborhood
what is the current forecast for Bremerton. 	2		what is the current spot forecast for far areas and warmer temps
book a reservation for a restaurant. 	1		Book a reservation for a restaurant in Palau in six years 
what are the movie schedules for animated movies. 	6		What are the movie schedules for animated movies close by
where can I see animated movies that's nearby. 	6		Where can I see animated movies that's nearby?
 	4		Rate Puttering About in a Small Land zero out of 6 stars
what's the weather forecast for Central North Dakota. 	2		What's the weather forecast for Central, North Dakota?
schedule for the neighborhood. 	6		Find the schedule for films in the neighborhood.
