sentence	label	missing	target
add this song to my playlist named Rick. 	0		add this song to my playlist named Britpop, etc
I want to see the happiest evening at Marcus Corporation and you show me movie times. 	6		I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.
show creativity, video game. 	5		show creativity Cum On Feel the Noize the video game
Underground. 	0		Add song to my underground hits
will it be stormy tonight. 	2		Will it be stormy in MA
Hornblower in the West Indies 06 points. 	4		Give Hornblower in the West Indies 0 / 6 points
please look for catch a falling star. 	5		Please look for Catch a Falling Star
tell me the weather forecast for Molino Washington. 	2		Tell me the weather forecast for Molino, Washington
play 19. 	3		Play nineties
potato nice as it normally walk onto my vetrano playlist. 	0		put take up thy stethoscope and walk onto my verano playlist
is the expected weather temperature in 1 month. 	2		Is the expected weather temperate here in 1 month
table as a place around here in PA for a party. 	1		I need to book a table at a place around here in PA for a party of two
play some music from 1962. 	3		Play some music from 1962 from Adeyto
all right when somebody. 	0		add Paul Franklin to my The Bachelor Party
my rate. 	4		my rating for Dilvish, the Damned is 4 out of 6
play my playlist TGIF on iTunes. 	3		Play my playlist TGIF on itunes
what's in the forecast for DC on September 11th 2035. 	2		What is the forecast for DE on 9/11/2035
1.4 Bakery for sale to see you suffer. 	4		1 points for Victory for Us Is to See You Suffer
forecast for a company. 	2		Forecast for Econfina
look for the nightmare on Providence 3:5. 	5		Look for the Nightmare on Providence Street saga
play the Soft Parade. 	3		Play The Soft Parade.
what animated movies are in the neighborhood. 	6		What animated movies are in the neighbourhood 
watching the older cast forecast for Torrey Pines. 	2		what is the overcast forecast for Torrey Pines State Beach
find the movie schedule for Great Escape Theater. 	6		Find the movie schedule for Great Escape Theatres.
fine reproductions songs of the Human League. 	5		find Reproductions: Songs of The Human League
show schedule for sale. 	5		show schedule for Cin cin
table for 8 in North Carolina. 	1		Book a table for 8 at a pub in North Carolina
play Horace silver and the Jazz Messengers on my running for rock 172-198 BPM playlist. 	0		Put horace silver and the jazz messengers on my running to rock 170 to 190 bpm playlist
can you tell me seeking for a party and four. 	1		Can you get me seating for a party of 4
Elaine's florist. 	2		Is it freezing close to DC?
what's the weather like in Groesbeck. 	2		What's the weather like in Groesbeck
where is the closest movie theater playing your robot. 	6		Where is the closest movie theatre playing Yo, robot
can you help me find a picture called Olympia 1974. 	5		Can you help me find a picture called Olympia 1974?
working the 10 p.m. forecast for at least really Wyoming. 	2		what is the 10 pm forecast for Sweet Springs Wyoming
what time are failing going in the neighborhood. 	6		What time are films showing in the neighborhood
add another song cuz I country playlist. 	0		Add another song to the country playlist. 
NASCAR emailing channel to the power gaming playlist. 	0		Add Gary Valenciano to the power gaming playlist. 
will it be sunny in Spain on March 26th 2023. 	2		Will it be sunny in Spain on 3/26/2023?
stay as a Faraway place for Five magic operated Bakery in Draenor. 	1		book midday at a faraway cuban place for five at a top-rated bakery in Grainola
I need a restaurant that can accommodate a party and pain. 	1		I need a restaurant that can accommodate a party of ten in Avant.
where can I find a photograph of the lieutenant of inishmore. 	5		Where can I find a photograph of The Lieutenant of Inishmore?
Define projection and Alvin. 	5		find Projections, an album
play dealer Forum Tucson Unified. 	3		play Deezer form 2010 tune by Dave Grohl
play instrumental study on Vimeo. 	3		Play the Instrumental Study on Vimeo.
will it be colder this autumn in the redneck sayings Martin. 	2		Will it be colder this autumn in Wren, Saint Martin
what is the weather forecast Newberry SC. 	2		What is the weather forecast nearby SC
alila closest movie house playing black race. 	6		Tell me the closest movie house playing Black Rage
is it forecast to be warm and Zoe isn't in National Park. 	2		Is it forecast to be warm in Doi Inthanon National Park?
download the Red Eagle TV show. 	5		Download The Red Eagle TV show
find a song called Magic in the water. 	5		Find a song called Magic in the Water.
tell me the weather forecast for September 21st 2013. 	2		Tell me the weather forecast for September 21, 2030 in Palau
miles movie. 	5		show Thousand Miles movie
show me the movie times at Star Theater. 	6		Show me the movie times at Star Theatres
 	4		Rate The Doomsters four out of 6 stars
I want to read novel love is in control. 	5		I want to read the novel Love Is in Control
I'd like to see the River Room star of the TV series. 	5		I'd like to see The River of Stars TV series
Paseo table at windows on the world. 	1		Book a CO table at Windows on the World
reservation for restaurant serving Burger in Malaysia. 	1		Book a reservation for a restaurant serving burger in Malaysia
play on my own. 	3		Play On My Own
play music by Raheem Devaughn. 	3		Play music by Raheem Devaughn.
play top rack like that. 	3		Play a top track by Janamanchi Seshadri Sarma
what is the weather forecast for midnight NBC. 	2		What is the weather forecast for Midnight in DC?
Restaurant 44 on October 9th in Maine. 	1		Book a restaurant for four on october 9 in Maine
what are the weather conditions in Norway. 	2		What are the weather conditions in Noel?
is it going to be chilly at night. 	2		Is it going to be chilly at nine am in Doolittle
a restaurant for a party and 7th in Paraguay on Saturday. 	1		Book a restaurant for a party of 7 in Paraguay on Saturday
I need a reservation for the French Laundry Hanover for 6. 	1		I need a reservation for The French Laundry in OH for six
read the story for all them six points. 	4		rate this book four out of 6 points
play the most popular Johnny florican dealer. 	3		Play the most popular Johnny Clarke on Deezer.
find me the photographs delayed music. 	5		Find me the photograph The Late Music
play Disco Tango to power wash. 	0		Play Disco Tango to Power Walk
will there be hail around call National Car. 	2		Will there be hail around Khao Phanom Bencha National Park?
play my Still Got The Blues playlist. 	3		Play my Still Got the Blues playlist.
play pop music Let's Groove.. 	3		play pop music with Groove Shark
Joe Diffie loss of hearing from them in a logical research stock. 	5		Show the Philosophy and Phenomenological Research saga
will it be hot to seconds from now in neighbouring West Clear Creek wilderness. 	2		Will it be hot two seconds from now in neighboring West Clear Creek Wilderness
find the movie house for kickboxer 5 Redemption. 	6		find a movie house for Kickboxer 5 – Redemption
tell me the forecast for Elderton Indiana and 19 hours. 	2		Tell me the forecast for Elderton, Indiana in 19 hours
satellite of my house after work playlist. 	0		Add Candlelight to my House Afterwork playlist.
a leader in hard times.. 	2		Is it chillier in Hong Kong than it is here
show me the painting live Mary live in concert. 	5		show me the painting Live – Very Live in Concert
most women of R&B playlist. 	0		Add iene miene mutte to Women of R&B playlist
please get me the AIO Enzo. 	5		Please get me the AiON show.
play Salman Ahmad latest. 	3		Play Thelma Aoyama's latest concerto
table for Jasmine. 	1		book a table for jasmine, jeannie and leta
I want to hear. 	3		I want to hear Sebastian's songs from the thirties on Youtube
Drake law if you lying for the hip hop playlist. 	0		Add Grey Cloudy Lies to the hip hop playlist. 
weightless album 2.0. 	4		rate this album 2 points
what is the weather forecast for Whittier. 	2		What is the weather forecast for Winger
I want to hear Major Harrison song from the fifties. 	3		I want to hear Major Harris's songs from the fifties
Stacey Watson in that Rihanna was Cook-Out in Hallowell Minnesota this afternoon. 	1		stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon
show me a copy of the picture with Apple. 	5		Show me a copy of the picture Double Deal.
working the 11 p.m. forecast for here in fire. 	2		what is the 11 pm forecast for here and far
ultimate resource. 	4		I give a rating of 3 to The Ultimate Resource.
restaurant Kansas Avenue Fort McKinley. 	1		Book a restaurant in seven in Fort McKinley
what's in the forecast for 1 p.m. in Minnesota. 	2		What is the forecast for 1 PM in Minnesota?
Hawaiian facts fun. 	4		Rate the Why Is Sex Fun? saga two of 6
a restaurant in Nebraska on January 25th 2034 for me. 	1		Book a restaurant in Nebraska on january 25, 2034 for me and my mommy.
is it humid in our state or a video. 	2		Is it humid in Otsego Réunion
amex points to Korean Air. 	4		give 2 out of 6 points to current essay
what animated movies are playing at the closest movie house. 	6		what animated movies are playing at the closest movie house
play me a song by DJ Paul elstak 2 1988. 	3		Play me a song by Dj Paul Elstak in 1988 on Zvooq
and I just saw some American restaurant. 	1		book a spot for 1 at a south american restaurant
find me low and Harry crying, Mary photograph. 	5		Find me the When Harry Tries to Marry photograph
Rachel Starr analysis for Lord of the Shadows wish got so far. 	4		rate in stars as a 6 for Lord of the Shadows which gets a four
play Robert Stoddard from 1988. 	3		play Robert Stoddard from 1988
the times Accra to tamale Rock classics. 	0		Add a Tom Thacker tune to my rock classics
restaurant in El Salvador for 10 people. 	1		 Book a restaurant in El Salvador for 10 people.
locate the cafeteria for 2 blaster. 	1		Locate a cafeteria for two that serves deviled crab
where animated movies does North American Cinemas. 	6		Where animated movies does North American Cinemas feature
greatest soccer. 	4		rate this saga 0 out of 6
what are the movie schedules. 	6		What are the movie schedules
that's a difference to my woman's list playlist. 	0		add Split the Difference to my Women's Lit playlist
Miss Coronado. 	4		give this current novel a three
what's in the forecast for Bonners not working October 24th 2025 or Argentina. 	2		what is the forecast for Bonner starting oct. 24th, 2025 for Argentina
4 * for this album. 	4		give 4 star for this album
find a book called the CIA World Factbook. 	5		Find a book called The CIA World Factbook.
play me of Patrick Cowley family. 	3		Play me a Patrick Cowley ballad
can you put consequences on my ass OS for the 8th 2016 playlist. 	0		Can you put consequences on my SOS 48 2016 playlist
can you play Muse areas of Romania years song unto the Lord a file of songs. 	0		Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?
show force of nature. 	5		Show Force of Nature
play the most popular with Rackroom Valery aleksandrovich cauliflower. 	3		Play the most popular track from Valery Alexandrovich Kipelov
play a song from 1973. 	3		Play a song from 1973.
what is the forecast for cloudy weather here. 	2		what is the forecast for cloudy weather here
is it supposed to get colder here on phone. 	2		is it supposed to get colder here on 12/28/2019
outdoor restaurant. 	1		Book an outdoor restaurant.
play all the way my savior leads me on Spotify. 	3		Play All The Way My Savior Leads Me on Spotify
I know where is Kailua Kona. 	5		Find the work I Looked Up
influenced by unlike rap Lounge playlist. 	0		Include Kunnon syy in my Trap Land playlist. 
to pay the top 10 drag roommate and there's a Londo on Spotify. 	3		PLpay the top ten track from Asia Nitollano on spotify.
I'd like to Kanika restaurant on 14th and Evans. 	1		I'd like to get a restaurant booked on mar. fourteenth in MD.
condolences 1 hour from now reserve a table for 4. 	1		in Delanson 1 hour from now reserve a table for four
Miss Chronicles. 	4		Give this chronicle a 4 out of 6
play a song from the seventies by Pepe Aguila. 	3		Play a song from the seventies by Pepe Aguilar
show creative games. 	5		show creative game Fear Thy Neighbor
add to Randy Travis song to eat more candy for. 	0		Add a randy travis song to Deep Dark Indie Folk
play me some music by Kris Allen from the clinic. 	3		Play me some music by Prince Alla from the twenties
will it be windy at 7 a.m. and tell him fool by a national protected area. 	2		Will it be windy at 7 AM in Dong Phou Vieng National Protected Area
reserve a table for Teresa and don't already have the fast-food doing which serve fish and chips. 	1		Reserve a table for teresa and elnora at a fast food joint which serves fish and chips
regulatory volume six point. 	4		Rate the current book one of 6 points
play of a leaf I always highway from the seventies on slacker. 	3		Play a ballad by Owen Pallett from the seventies on Slacker.
Los Hombres Calientes vol 3 New Times Square tonight. 	0		Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist. 
 	0		Add tune to my Is It New Wave
is it forecast to be cold in Wisconsin. 	2		Is it forecast to be cold in Wisconsin?
play. 	3		play a chant by Marina Verenikina
 	1		I want to book an osteria for 9 in Gabon that serves donuts
show me movie times for AMC Theaters. 	6		show movie times for AMC Theatres
play any song from the 80s. 	3		Play any song from the eighties
I want to add an album no reason to rush playlist. 	0		I want to add an album to noreen's endorphin rush playlist. 
where is the cytoplasm. 	6		where is The Cycle playing
playlist. 	0		Add a track to my dinner playlist
play the best of 1975. 	3		Play the best chant of 1975
saxophone Supremacy to Ophelia's Calm before the storm playlist. 	0		add saxophone supremacy to ofelia's calm before the storm playlist
add another artist for the spotlight on Country 2016 playlist. 	0		Add another artist to the Spotlight on Country 2016 playlist. 
find movie schedule for Loews Cineplex. 	6		find movie schedules for Loews Cineplex
I'd like to ISA I would like a fast food with a party and food. 	1		I'd like to eat souvlaki fast food with a party of two
play the greatest James yorkston song. 	3		play the greatest james yorkston song
show the creativity and where what when. 	5		show the creativity of Where What When
what time is Southern theaters showing Ukraine is not. 	6		What time is Southern Theatres showing Ukraine Is Not a Brothel?
please put another tune into the laundry playlist. 	0		Please put another tune into the laundry playlist. 
greatness Chronicles. 	4		Rate this chronicle a 3
I want to add lady Maid-Rite a my playlist lowercase event in New York. 	0		I want to add lady maisry to my playlist lo que suena new york
the artist Big Mama Thornton be put onto micro the whole relax playlist. 	0		Can the artist big mama thornton be put onto my Trabajo Relax playlist?
will it be colder here 1 minute from now. 	2		Will it be colder here one minute from now
please put a Crestron room which term Hangtown fry Edition jacket. 	1		Please book a restaurant room which serves hangtown fry dish in Jagual 
show me the schedule and field in the neighborhood. 	6		show me the schedule of films in the neighbourhood
play my actually Knows Best by Aaliyah playlist. 	3		Play my Éxitos España playlist
what time can I see Mojave phone booth. 	6		what time can i see Mojave Phone Booth
will it rain today in Circleville. 	2		will it rain today in Circleville
I need to find a creative work. 	5		I need to find the creative work Prince Hours
the artist for the Latin jazz playlist. 	0		Add the artist to the Latin Jazz playlist.
when is ours already showing next at North American Cinemas. 	6		when is Our Story showing next at North American Cinemas
distract my dinner time Acoustics playlist. 	0		add this track to my Dinnertime Acoustics playist
I think I'm bored cuz if Expo. 	4		I give a rating of four to this textbook.
that songs in 90s hip-hop tomorrow. 	0		add songs in 90's hip hop of artist
play song all camera rating music. 	3		play some Alte Kameraden music
find endless Horizons. 	6		find Endless Horizons
show me the nearest movie house showing anyone around. 	6		Show me the nearest movie house showing He Won a Ranch
play Christina Milian latest news. 	3		play Christina Milian latest music
I was ready to let spoiler 0 *. 	4		I would rate The Spoiler 0 stars
what time will animated movies be showing nearby. 	6		What times will animated movies be showing nearby?
find the soundtrack for Lords of the Rising Sun. 	5		find a soundtrack for Lords of the Rising Sun
Marianne Faithfull to Tuesday Hillary Clinton women History Month playlist. 	0		Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.
make a table reservation at the top rated R A C reason Cotton Center. 	1		make a table reservation at the top-rated brasserie in Cotton Center
will there be a blizzard next Friday close in PA. 	2		Will there be a blizzard next friday close in TN?
are you still in couva to the under the surface playlist. 	0		Add r u still in 2 it to the under the surface playlist
will it be foggy in 1 hour and 1 minute from now in okay. 	2		Will it be foggy in 1 hour and 1 minute from now in OK
add My Old Kentucky Home to rest by the fire mod. 	0		add my old kentucky home to Fresh Finds Fire Emoji
will it be colder in Winter if I go. 	2		Will it be colder in Winnebago
I want to eat your pickles you Tumblr grassy region 12 months. 	1		I want to eat at a pickled cucumber brasserie in 12 months
I for one at the restaurant with Wi-Fi. 	1		book sot for one at restaurant with wifi
another girl another planet. 	4		Another Girl, Another Planet gets only one of a possiable 6 rating
silicon Vibes playlist. 	0		Add a tune to the Calm Vibes playlist.
will there be snow falls hour away from Robinson Forest. 	2		Will there be snowfall faraway from Robinson Forest
what's the weather in Swift River Reservation. 	2		What's the weather in Swift River Reservation
 	4		rate the book The World Is Full of Divorced Women 2 out of 6 stars
what time is it playing at AMC Theaters. 	6		what time is The Dungeonmaster playing at AMC Theaters
movie schedule 9 a.m.. 	6		movie schedules at AMC Theaters
where did the housemaid playing as well. 	6		Where the The Housemaid playing and when
please look up Marilyn Manson Sirenita molinar Piccolo into the infinite. 	5		Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.
where can I see the movie across the line the acts like a sunflower lyrics. 	5		Where can I see the movie Across the Line: The Exodus of Charlie Wright?
a restaurant for me Valerie and Caroline in 56 weeks and sold your car. 	1		book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond
find the schedule for when Lucy's threading now has a movie theater. 	6		Find the schedule for Wenn Lucy springt now at a movie theatre.
Shrek 2 the Conex ion playlist. 	0		Add a bill deasy track to the conexiones playlist. 
Cliffs of dooneen playlist lowercase event in Los Angeles. 	0		add cliffs of dooneen in playlist Lo Que Suena Los Angeles
greatness as a 2-hour domestic star. 	4		Rate this essay 2 out of 6 stars
what films are playing at Pacific Theaters. 	6		What films are playing at Pacific Theatres
look for the add dinner in Publisher TV series. 	5		Look for the Editor & Publisher TV series
is globulin lyncourt. 	2		Is cloudy in Lyncourt?
find movie schedule at 9 Amex Corporation. 	6		Find movie schedules at IMAX Corporation
will it be chilly or in suwon. 	2		Will it be chillier in Suwannee
are there any movies playing around here. 	6		are there any movies playing around here
find a novel called a perfect day. 	5		Find a novel called A Perfect Day.
find PlayStation even if I did I wouldn't even if I did it. 	5		find PlayStation官方杂志, a song
 	2		Is it hot in Wind Ridge Guam
find the magical world of Roger Whittaker. 	5		find The Magical World of Roger Whittaker
what is socialism. 	3		Play Socialism Is Good by terje bakken on Spotify.
Craigslist. 	4		Rate this book a zero
find Loveland for me. 	5		find Loved Ones for me
the Anthony playlist Forever Alone. 	0		Add the entity Por una cabeza to my playlist Forever Alone
find sales in 12 hours at the nearest movie theater. 	6		find films in 12 hours at the nearest movie theatre
play Lily Rosemary and the Jack of Hearts by Chris Carr. 	3		play Lily, Rosemary And The Jack Of Hearts by Chris Goss
find movie schedule for animated movies in the area. 	6		Find movie schedule for animated movies in the area
show Texas review romantic retainment and Forest Law create and song. 	5		show Texas Review of Entertainment & Sports Law creative song
can you tell me a table out of Chicken & Waffles in New Mexico. 	1		Can you get me a table at a chicken and waffles joint in New Mexico
greatness Chronicles. 	4		Rate this chronicle three of 6 stars
Kylie eating food for my dad for loving couples playlist. 	0		Add a kiley dean tune to my jazz for loving couples playlist 
Playa 2014. 	3		Play a 2014 theme from Greg Pattillo
play some Papoose from 2003 on YouTube. 	3		play some papoose from 2003 on youtube
list movie schedule. 	6		List movie schedules
play the music Ragtime 1998. 	3		play the music track of 1998
finely recorder and randsell. 	5		Find me Recorder and Randsell
find Gloucester computer. 	5		find Cluster Computing, a game
greatest or tight glue in the old out and one of them say. 	4		rate this book titled The Clue in the Old Album one out of 6 stars
redness assay Forum 6. 	4		Rate this essay 4 of 6 stars
tonight at the movie time for field in the neighborhood. 	6		Can I get the movie times for films in the neighborhood?
read my current expert for all themselves. 	4		Rate my current textbook four out of 6
restoring SA-200 starter. 	4		This current essay deserves 0 stars
Ray six months in Mexico and all of them saying. 	4		rate Six Months in Mexico 1 out of 6
what I'm in the writers on the Whistling song playing at Magic Johnson theater. 	6		What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres
 	1		book in Vermont at The Maisonette
play that music by Lou. 	3		Play jazz music by Zvooq
in Hawaii will it be warmer. 	2		In Hawaii will it be warmer at 3 am
what is the weather for Cormorant MN. 	2		What is the weather for Cormorant, ME
identity is truly a playlist lazy chill afternoon. 	0		Add entity eternally to playlist Lazy Chill Afternoon
what movies are playing nearby. 	6		What movies are playing nearby?
please play Lindsey stop heart into my sxsw arrest playlist. 	0		please put Linzi Stoppard into my sxsw fresh playlist
will it be chilly in Liberty. 	2		Will it be chilly in Liberty City Bhutan?
play the Ashley kissing discography TV show. 	5		play the Ashley Tisdale discography TV show
playlist. 	0		add the tune to my jazz vibes playlist
play me a popular Ronnie Wood songs. 	3		Play me a popular Ronnie Wood soundtrack
the artist still too young. 	0		add the artist cho kyu hyun to Funky Jams
I'd like the best restaurant. 	1		I'd like to book the best restaurant in AS.
play together by. 	3		Play 2gether by Jade Puget
watching the trailer for field of packing. 	5		What is the trailer for Feel the Passion.
play the most popular Kodi songs on Pandora. 	3		Play the most popular Coti songs on Pandora
hold tight somebody throwback party. 	0		add hold tight to my throwback party
will it be warm at 10 Valley Park on San Jacinto. 	2		Will it be warm at Tembe Elephant Park on san jacinto day
what theater is showing wrong Paris with Love. 	6		What theater is showing From Paris with Love and when?
I'd like to see the trailer for history and Theory. 	5		I'd like to see the trailer for History and Theory
where can I find the movie schedule. 	6		Where can I find the movie schedules?
find ceiling lights. 	5		find Join the Dots: B-sides and Rarities
I am giving this a reasonable one how come six star. 	4		I am giving this current novel 1 out of 6 stars
will rainfall continue here tomorrow. 	2		Will rainfall continue here tomorrow?
find movie schedules for AMC Theaters. 	6		find movie schedules for AMC Theaters
play a new song form the 80s. 	3		Play a new song form the eighties
what's the weather like in Wyandotte Netherlands Antilles. 	2		What's the weather like in Wyandotte Netherlands Antilles
movie times. 	6		give me the movie times
find the movie times for nearby failing. 	6		Find the movie times for nearby films.
what will the weather be in 4 weeks. 	2		what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve?
what will the weather be 1 hour from now. 	2		What will the weather be one hour from now in AS?
play there tomorrow. 	3		play Dick Marx
what's in the forecast for Oriental for hot or weather. 	2		what is the forecast for Orienta for hotter weather
play the crack are you a professional by Roberto Carlos. 	3		Play the track R U Professional by Roberto Carlos Braga
distract there's no on my evening feel playlist. 	0		this track should go on my evening chill playlist
I'm looking for the last Track by Fay Iowa City from the 4th. 	3		I'm looking for the last track by Fei Yu Ching from the fourties
I like the kind of place and they are looking for an oyster flowers ideal indoor, deta party and that is also within walking distance. 	1		I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.
show me the best time volume 1 TV series. 	5		show me The Best Of: Volume 1 TV series
where will the blonde from Katrina be playing. 	6		Where will The Blonde from Peking be playing
show me a picture of Nokia football trailer. 	5		show me a picture of Nokia Football Crazy 
can I trade my current tax for 3 to 6. 	4		Can I rate the current textbook three to 6 stars?
can you play some music on YouTube. 	3		Can you play some music on Youtube
table for my grandchild. 	1		Book a table for my granddaughter and I at the restaurant. 
red wielding arrest Orly Road Star. 	4		Rate Wielding a Red Sword 0 stars
Alaska song by Andy Lee. 	0		Add to my verano list a song by andy lee
degree for 11 news on January 11th 2007. 	1		book a bakery for lebanese on january 11th, 2032
play Lissie Carpenter. 	5		play The Sea Cabinet
restaurant distance from downtown. 	1		Book a restaurant distant from downtown.
watch in the movie schedule for movies in the neighborhood. 	6		What is the movie schedule for movies in the neighborhood
finds out that matter SCTV theaters. 	6		find The Dead Matter at Speakeasy Theaters
I want a table for four at anytime them.. 	1		I want a table for 4 at any kind of goiano bar
forecast for Wisconsin at 10 p.m.. 	2		forecast for Wisconsin at 10 PM.
address for Teddy Riley. 	0		add this is status quo to teddy riley
what's the weather. 	2		What will the weather be in Croatia?
play some nasty to come and stay on. 	3		play some Nastya Kamenskih on Zvooq
