sentence	label	missing	target
why is a raw her terminal a us a song. 	2		What is the proper terminal-way to shutdown?
we're fools do you use to monitor a web server. 	3		What tools do you use to monitor a web server?
password to management we're cousins. 	3		Password Management Applications?
you get the d. l. inane lines layer or one day's news. 	3		UPNP / DLNA (client) player recommendations?
no matter what i do to fifth two point zero four does not recognize a new laser to loan salzman t.. 	1		No matter what I do Ubuntu 15.04 does not recognize HP LaserJet 1020
how to pray to him to flow into phone. 	0		How to upgrade Ubuntu 14.04.1 to 14.04.2?
he is a song from our history. 	2		Hotkey to shut down from login screen?
is there a line way to draw him which is where we. 	3		Is there a lightweight tool to crop images quickly?
How can I install a Pantum 2502W laser printer on Ubuntu	1		How can I install a Pantum 2502W laser printer on Ubuntu
How to record my screen?	4		How to record my screen?
What graphical utility can I use for Ubuntu auto shutdown?	2		What graphical utility can I use for Ubuntu auto shutdown?
How can I enable shutdown verbosity?	2		How can I enable shutdown verbosity?
How to shutdown the computer after Xsession ends?	2		How to shutdown the computer after Xsession ends?
What new games are available for Ubuntu in 2011?	3		What new games are available for Ubuntu in 2011?
Can you recommend a password generator?	3		Can you recommend a password generator?
What screenshot tools are available?	3		What screenshot tools are available?
How do I install drivers for a Konica Minolta 200?	1		How do I install drivers for a Konica Minolta 200?
How to setup HP printer/scanner on ubuntu?	1		How to setup HP printer/scanner on ubuntu?
How To Install Canon LBP2900B printer in 14.04 LTS ? I tried the method for LBP2900 but it didnt work	1		How To Install Canon LBP2900B printer in 14.04 LTS ? I tried the method for LBP2900 but it didnt work
Upgrade 12.04 to 12.10 using startup disk	0		Upgrade 12.04 to 12.10 using startup disk
How can I highlight or annotate PDFs?	4		How can I highlight or annotate PDFs?
Extracting embedded images from a PDF	3		Extracting embedded images from a PDF
Install Canon MP560 Ubuntu 15.04	1		Install Canon MP560 Ubuntu 15.04
Upgrade to 12.04 64 bit	0		Upgrade to 12.04 64 bit
Any command line calculator for Ubuntu?	3		Any command line calculator for Ubuntu?
What to use to quickly cut Audio/Video	3		What to use to quickly cut Audio/Video
How do I setup my HP C4140 printer wirelessly?	1		How do I setup my HP C4140 printer wirelessly?
How to upgrade Ubuntu 9.10 to 12.10 via terminal?	0		How to upgrade Ubuntu 9.10 to 12.10 via terminal?
What is a good MongoDB GUI client?	3		What is a good MongoDB GUI client?
How do I fix a shutdown problem?	2		How do I fix a shutdown problem?
Is there an application for reading mobi files?	3		Is there an application for reading mobi files?
How to install a Brother MFC-5890CN network printer?	1		How to install a Brother MFC-5890CN network printer?
Upgrading from Ubuntu 14.04 to 15.04	0		Upgrading from Ubuntu 14.04 to 15.04
Shutdown problem in Ubuntu 16.04	2		Shutdown problem in Ubuntu 16.04
shut down without extra question	2		shut down without extra question
What IRC clients are available?	3		What IRC clients are available?
How can I automatically shutdown the system after a specific time?	2		How can I automatically shutdown the system after a specific time?
Are there any Keyboard Shortcuts to Shutdown?	2		Are there any Keyboard Shortcuts to Shutdown?
Is it worth upgrading from 12.04 LTS to 13.04	0		Is it worth upgrading from 12.04 LTS to 13.04
Torrent client for the command-line?	4		Torrent client for the command-line?
MySQL GUI Tools	3		MySQL GUI Tools
How do I install drivers for the Panasonic MB1900CX All-in-One Printer/Scanner?	1		How do I install drivers for the Panasonic MB1900CX All-in-One Printer/Scanner?
How can one shutdown a PC using the keyboard?	2		How can one shutdown a PC using the keyboard?
Update 11.04 to 12.04 with LiveCD	0		Update 11.04 to 12.04 with LiveCD
How to upgrade from Ubuntu 10.10 to 11.04?	0		How to upgrade from Ubuntu 10.10 to 11.04?
how to upgrade from ubuntu 15.04 to 15.10?	0		how to upgrade from ubuntu 15.04 to 15.10?
What scientific plotting software is available?	3		What scientific plotting software is available?
Which programs can I use to edit PDF files?	3		Which programs can I use to edit PDF files?
What developer text editors are available for Ubuntu?	3		What developer text editors are available for Ubuntu?
How to Upgrade from 11.10 to 12.04 when you've got a problem?	0		How to Upgrade from 11.10 to 12.04 when you've got a problem?
How to setup wireless printing from a printer connected via usb on Ubuntu Server 12.10?	1		How to setup wireless printing from a printer connected via usb on Ubuntu Server 12.10?
How to shutdown computer when users are logged on?	2		How to shutdown computer when users are logged on?
Shutdown after a certain time	2		Shutdown after a certain time
What is the proper terminal-way to shutdown?	2		What is the proper terminal-way to shutdown?
What tools do you use to monitor a web server?	3		What tools do you use to monitor a web server?
Password Management Applications?	3		Password Management Applications?
UPNP / DLNA (client) player recommendations?	3		UPNP / DLNA (client) player recommendations?
No matter what I do Ubuntu 15.04 does not recognize HP LaserJet 1020	1		No matter what I do Ubuntu 15.04 does not recognize HP LaserJet 1020
How to upgrade Ubuntu 14.04.1 to 14.04.2?	0		How to upgrade Ubuntu 14.04.1 to 14.04.2?
Hotkey to shut down from login screen?	2		Hotkey to shut down from login screen?
Is there a lightweight tool to crop images quickly?	3		Is there a lightweight tool to crop images quickly?
